int int float   float   int     int int int int float       float   int int float   int     int float   int int int int int int     char
2;  0;  0.00;   0.00;   9999;   0;  0;  0;  0;  5739.10;    71.32;  -1; 24; 787.23; 92229;  0;  -0.08;  0;  0;  11; 0;  0;  14389;  x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;24;787.26;92227;1;0.01;0;0;19;0;0;14381;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;24;786.75;92238;1;0.03;0;0;28;0;0;14372;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;24;787.29;92217;1;-0.09;0;0;36;0;0;14364;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;25;786.51;92227;1;-0.12;0;0;45;0;0;14355;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;25;786.75;92228;1;-0.03;0;0;54;0;0;14346;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;22;785.31;92243;0;0.03;0;0;11;0;0;14389;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;22;785.73;92241;1;0.07;0;0;19;0;0;14381;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;22;785.64;92238;1;0.02;0;0;28;0;0;14372;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;22;785.61;92238;1;-0.00;0;0;36;0;0;14364;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;22;785.28;92246;1;-0.28;0;0;45;0;0;14355;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;23;784.32;92243;1;0.04;0;0;53;0;0;14347;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;23;784.32;92240;1;0.00;0;0;62;0;0;14338;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;23;785.25;92248;1;-0.03;0;0;71;0;0;14329;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;23;784.38;92242;1;-0.09;0;0;79;0;0;14321;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;23;785.46;92235;1;0.08;0;0;88;0;0;14312;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;24;785.55;92235;1;0.18;0;0;96;0;0;14304;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;24;784.74;92248;1;-0.16;0;0;105;0;0;14295;x
2;0;0.00;0.00;9999;0;0;0;0;5739.10;71.32;-1;24;785.04;92246;1;-0.04;0;0;113;0;0;14287;x
